Label,Line_0_1,Line_1_2,Line_2_3,Line_3_4,Line_0_5,Line_5_6,Line_6_7,Line_7_8,Line_0_9,Line_9_10,Line_10_11,Line_11_12,Line_0_13,Line_13_14,Line_14_15,Line_15_16,Line_0_17,Line_17_18,Line_18_19,Line_19_20
B,130.06,149.58,170.98,172.86,161.7,167.57,170.87,173.19,174.45,176.61,177.93,178.67,173.35,174.48,175.03,175.4,158.68,163.26,165.73,167.49
A,112.82,126.57,139.54,151.32,151.93,156.83,150.71,149.01,165.12,168.21,162.07,161.25,179.79,179.04,177.84,176.04,162.92,167.13,166.96,167.01
A,106.36,124.39,135.07,146.02,152.17,158.28,151.06,147.0,165.11,168.36,161.38,160.81,179.25,179.89,175.35,174.74,163.44,168.31,169.21,167.63
B,134.33,151.1,170.38,174.93,161.63,165.84,168.13,169.92,173.18,174.16,174.94,175.43,175.82,177.56,178.57,179.29,162.99,167.5,170.13,171.89
B,137.42,151.58,169.41,176.85,156.45,162.25,165.45,167.66,168.33,171.01,172.58,173.43,179.71,179.18,178.81,178.38,167.39,170.98,173.36,174.94
B,130.3,150.86,170.32,174.49,161.82,167.61,170.47,172.51,173.83,176.04,177.4,178.02,174.76,175.49,175.8,176.22,161.86,165.72,167.72,169.07
A,108.07,120.99,132.96,145.08,146.19,152.57,146.57,143.0,158.98,163.02,157.4,154.63,173.16,174.72,172.24,169.71,170.55,173.76,174.01,174.44
B,132.4,150.53,170.02,175.22,158.44,164.02,167.02,169.16,170.63,172.77,174.02,174.53,178.04,178.7,179.34,179.99,165.1,168.88,171.22,172.91
A,109.73,127.28,137.49,148.44,153.02,160.36,153.43,149.38,165.61,170.55,163.64,161.27,179.21,178.36,177.41,174.84,164.31,166.45,166.82,167.41
B,127.89,147.62,166.43,179.05,157.23,163.16,166.14,168.25,169.25,171.79,173.2,173.93,179.29,179.65,179.95,179.63,166.21,169.54,171.62,173.17
B,135.5,152.84,172.39,171.91,159.59,164.81,167.5,169.54,171.33,173.2,174.29,174.93,177.36,178.5,179.3,179.94,164.79,168.7,171.07,172.6
A,114.86,123.52,135.28,146.69,152.58,159.93,153.53,147.52,167.33,170.4,165.45,160.99,176.88,177.18,179.24,177.45,160.07,165.05,164.0,163.33
B,128.3,149.2,168.64,176.09,159.15,164.55,167.26,169.27,171.02,173.23,174.4,174.97,177.85,178.27,178.87,179.54,165.5,168.62,170.71,172.14
B,133.28,150.6,168.86,176.14,160.68,166.72,169.63,171.69,172.66,175.22,176.61,177.26,176.04,176.6,177.03,177.55,163.04,166.98,169.18,170.69
B,128.76,149.95,169.99,174.7,158.92,164.3,166.93,168.79,170.95,172.92,173.99,174.5,177.46,178.39,179.09,179.78,164.58,168.56,170.91,172.55
A,111.52,123.27,135.44,145.14,151.12,159.4,152.88,146.34,165.62,169.96,164.34,158.83,179.06,177.96,179.67,175.62,162.34,165.78,164.47,164.44
B,127.22,147.95,168.41,176.13,158.36,163.56,166.53,168.85,170.67,172.15,173.38,174.23,178.05,179.27,179.79,179.98,165.19,169.53,171.79,173.18
A,110.09,124.51,136.04,147.88,150.61,156.52,149.52,147.3,163.62,166.23,158.99,159.07,178.16,177.82,172.97,172.89,165.05,170.54,172.01,170.01
A,109.93,126.03,136.31,146.95,151.47,158.47,151.73,147.19,163.92,168.66,161.94,159.31,177.38,179.69,175.65,173.0,166.47,169.37,169.68,169.5
A,103.95,120.3,132.55,143.24,144.33,152.04,145.8,142.38,157.33,163.17,156.08,153.46,171.76,175.81,172.09,168.45,171.24,171.29,169.98,171.38
B,129.8,147.65,166.66,178.62,155.18,160.74,163.32,165.18,166.98,169.08,170.18,170.76,178.23,177.28,176.48,175.87,168.9,172.66,175.2,176.93
A,110.67,124.43,135.91,147.69,149.23,156.03,149.35,146.53,162.88,166.95,160.49,158.76,177.87,179.78,176.29,173.21,165.47,167.86,167.41,167.74
B,130.29,149.24,169.15,176.19,156.31,162.85,166.2,168.5,168.9,171.76,173.21,173.9,179.27,179.53,179.82,179.27,165.74,169.49,171.74,173.26
B,128.92,148.88,168.78,176.04,161.26,166.44,169.07,170.92,173.06,174.96,176.04,176.59,175.91,176.82,177.23,177.58,163.44,167.09,169.13,170.4
B,122.99,142.0,161.13,175.08,161.53,166.55,169.14,171.13,173.66,175.36,176.25,176.78,175.27,176.39,177.16,177.75,162.45,166.96,169.22,170.77
B,126.73,147.0,166.3,178.87,158.97,164.74,167.9,170.29,171.14,173.77,175.26,176.16,177.68,177.78,178.17,178.6,165.23,168.48,170.42,171.87
B,129.06,148.99,169.37,174.62,160.22,164.47,166.68,168.45,171.74,172.76,173.47,173.86,177.29,178.66,179.72,179.46,164.97,168.99,171.37,172.97
A,116.81,129.29,139.87,151.04,153.94,158.86,152.04,150.94,167.62,169.8,162.63,163.6,177.24,177.29,177.8,177.54,160.81,164.88,166.69,165.74
A,112.42,120.49,133.05,145.58,150.89,158.45,151.52,145.5,165.98,168.77,162.82,159.25,177.91,178.53,178.77,176.03,160.14,165.31,165.0,165.57
A,114.6,126.35,139.1,150.67,150.77,157.9,152.84,148.52,163.72,168.26,163.54,159.61,177.91,179.7,178.27,174.7,165.54,168.19,167.47,168.14
A,113.92,127.66,138.13,148.89,152.54,157.35,150.18,149.03,165.71,168.06,160.01,160.29,179.59,179.54,174.89,174.37,162.78,167.18,168.68,167.32
B,135.43,154.77,174.51,170.61,161.12,167.5,170.51,172.67,173.73,176.19,177.34,178.1,174.29,174.94,175.51,175.91,160.88,164.39,166.69,168.25
A,120.81,132.49,143.12,152.66,158.3,159.59,153.22,153.02,169.78,168.89,161.62,164.26,176.76,179.91,174.76,177.86,160.57,168.32,171.28,167.95
B,130.14,150.02,169.33,176.02,160.81,165.43,167.72,169.41,172.56,173.72,174.46,174.79,176.38,177.99,178.85,179.55,163.94,168.25,170.76,172.44
A,115.18,125.21,136.58,147.2,155.56,160.42,152.89,149.15,169.89,170.62,164.29,163.02,174.93,176.83,179.93,178.34,158.3,163.72,163.98,163.89
B,130.58,152.18,171.89,173.42,158.64,165.17,168.09,170.12,171.62,174.06,175.12,175.66,176.43,177.1,177.93,178.57,163.12,166.76,169.42,171.3
A,110.87,124.61,135.91,147.49,150.02,155.35,148.11,146.26,163.38,166.04,158.4,157.81,178.3,178.67,174.2,172.9,164.51,168.63,169.33,168.56
B,131.38,150.91,170.52,173.4,160.59,166.13,168.87,170.83,172.61,174.57,175.67,176.24,175.92,176.71,177.22,177.75,162.73,166.65,168.9,170.39
A,110.59,126.82,138.05,148.43,151.72,156.94,150.63,149.07,164.51,167.19,159.78,159.94,178.88,179.53,174.47,173.93,163.69,167.63,169.01,168.35
B,135.18,154.29,172.34,174.61,160.25,166.09,169.06,171.16,172.41,174.76,175.74,176.21,175.73,176.56,177.5,178.25,162.26,166.07,168.71,170.65
B,131.81,150.61,170.65,173.68,160.53,164.72,166.87,168.57,172.04,173.13,173.9,174.32,177.01,178.44,179.43,179.86,164.87,169.03,171.56,173.14
A,107.71,124.13,138.4,148.32,146.88,154.24,149.05,144.84,159.5,165.25,159.06,154.85,173.11,176.81,173.73,170.25,169.92,172.01,171.64,171.98
A,107.23,121.95,134.48,147.05,146.67,156.35,150.15,145.01,159.9,167.91,162.13,156.92,174.43,179.53,177.51,170.77,169.01,167.45,166.09,169.35
B,132.67,152.53,171.75,174.84,161.27,165.86,168.18,170.02,173.17,174.46,175.09,175.55,175.71,177.08,178.11,178.77,163.07,166.87,169.39,171.12
A,103.17,120.78,133.81,144.85,146.73,153.92,147.15,142.62,159.89,164.01,156.57,153.81,174.82,176.3,172.45,169.94,167.59,170.95,170.69,170.54
B,132.07,149.34,168.69,177.03,157.16,162.64,165.73,167.98,169.21,171.43,172.82,173.52,179.41,179.83,179.67,179.14,165.97,169.84,172.12,173.65
B,138.19,154.89,174.02,171.57,163.24,168.8,171.47,173.31,174.9,177.15,178.38,179.0,173.86,174.45,174.95,175.48,161.08,164.57,166.88,168.37
B,136.57,154.53,174.39,170.43,159.78,166.4,169.55,171.57,171.93,174.97,176.59,177.31,176.29,176.51,176.7,177.09,162.8,166.27,168.63,170.28
B,130.63,149.96,170.31,173.52,159.32,164.31,166.78,168.64,171.59,172.99,173.95,174.46,176.87,178.21,178.97,179.51,164.09,168.27,170.91,172.56
B,125.69,147.77,167.43,178.03,160.41,165.69,168.38,170.33,173.49,174.93,175.72,176.16,174.6,176.26,177.21,177.9,161.4,166.15,168.8,170.62
B,118.68,140.49,161.55,178.11,154.5,159.85,162.67,164.64,166.42,168.43,169.6,170.19,177.8,176.74,176.35,175.95,169.37,173.27,175.36,176.8
B,127.24,146.34,166.17,178.31,158.81,164.33,167.04,168.96,170.93,173.14,174.23,174.67,177.72,178.48,178.89,179.35,164.87,168.39,170.55,172.02
B,137.55,155.68,175.2,169.79,161.09,167.17,169.99,171.85,173.25,175.79,177.08,177.53,175.24,175.66,176.2,176.83,162.19,165.6,168.06,169.75
B,134.01,152.25,171.16,174.51,161.48,166.05,168.44,170.17,172.92,174.41,175.3,175.68,176.05,177.51,178.35,179.1,163.6,167.71,170.29,171.99
B,125.46,146.25,167.12,175.97,156.44,162.44,165.42,167.46,168.49,170.95,172.32,172.95,179.91,179.65,179.33,178.82,167.03,170.52,172.59,174.08
A,121.67,133.42,142.75,152.75,158.1,160.24,153.49,153.59,170.93,169.91,162.51,166.0,174.37,178.36,176.77,179.44,157.84,165.73,168.09,163.94
A,110.77,127.25,140.91,151.14,151.89,158.06,152.35,148.29,164.93,168.69,162.8,160.17,179.06,179.76,177.15,175.32,163.78,168.05,168.25,168.08
B,127.46,146.9,167.93,175.23,159.55,164.73,167.66,169.88,171.15,173.47,174.77,175.42,177.79,178.24,178.77,179.33,165.39,168.78,170.7,172.04
A,110.83,127.78,141.97,151.76,153.07,159.53,153.2,148.67,166.31,170.78,164.08,160.08,179.31,176.92,179.75,176.37,161.81,165.04,164.74,165.52
A,110.55,125.82,138.74,147.57,148.87,154.98,149.46,145.92,161.4,165.39,159.11,156.79,175.36,177.29,173.55,171.72,167.75,171.39,172.55,173.03
B,138.63,155.65,174.77,170.59,160.8,167.1,170.46,172.68,172.86,176.06,177.62,178.43,175.33,175.02,175.41,175.87,161.33,164.7,167.0,168.57
B,129.53,150.56,170.48,174.71,158.63,164.06,166.68,168.7,171.0,172.84,173.76,174.41,177.41,178.55,179.47,179.94,164.54,168.26,170.85,172.54
B,133.02,151.44,170.61,175.66,159.95,165.35,168.16,170.13,172.17,174.13,175.32,175.85,176.5,177.42,178.04,178.61,163.8,167.83,170.17,171.82
A,110.43,123.73,134.58,145.56,149.39,155.12,148.02,145.24,162.35,164.63,157.0,156.67,177.16,176.35,171.82,171.66,165.91,171.13,172.59,171.33
A,111.8,125.31,136.58,147.82,150.88,156.43,149.5,147.41,164.3,167.31,159.93,159.16,179.19,179.74,175.29,173.89,163.26,167.48,168.02,167.49
B,129.2,150.57,170.52,173.34,163.33,168.38,170.9,172.8,175.56,177.25,177.79,178.14,172.72,174.11,175.15,175.7,159.65,163.82,166.26,167.82
A,119.44,130.57,143.22,155.51,155.66,161.04,155.13,153.07,168.75,171.59,165.6,164.78,176.53,175.87,179.31,179.34,160.2,164.22,164.49,163.46
A,101.57,123.68,138.47,148.94,151.06,155.54,148.6,146.54,164.78,166.6,159.13,159.11,179.91,179.49,176.29,176.68,161.99,167.59,167.04,164.82
B,130.14,148.25,168.49,175.0,157.25,162.48,165.39,167.62,169.31,170.92,172.2,173.02,179.09,179.49,178.99,178.66,166.08,170.34,172.74,174.26
B,129.4,146.45,167.11,177.33,152.61,160.98,165.12,167.67,165.09,169.98,172.12,173.06,176.91,178.64,178.52,178.06,169.17,171.6,173.92,175.95
A,109.61,116.42,127.52,139.25,147.16,153.55,148.34,142.28,161.32,163.54,159.02,154.53,176.06,174.75,172.67,170.28,167.97,173.16,173.89,174.6
A,103.23,120.16,135.04,145.93,146.81,153.98,148.54,143.8,160.29,165.65,160.02,154.91,174.41,177.96,176.02,171.94,168.82,170.49,169.01,169.85
B,136.64,153.75,173.11,171.74,158.09,165.07,168.48,170.69,170.42,173.9,175.56,176.38,177.75,177.49,177.73,178.02,163.58,166.97,169.43,171.11
B,131.81,150.21,170.57,173.58,161.41,165.67,167.85,169.49,173.08,174.14,174.9,175.27,176.02,177.65,178.61,179.35,163.79,168.16,170.48,171.89
A,121.81,134.04,144.11,155.26,158.06,161.76,154.71,154.96,171.7,172.59,164.97,167.34,173.09,174.69,179.98,178.54,156.34,162.15,164.38,162.15
B,136.34,154.14,172.93,172.57,163.28,168.74,171.36,173.2,174.89,177.18,178.4,179.0,173.99,174.45,175.0,175.58,161.36,164.86,167.06,168.46
B,130.81,150.42,170.24,175.19,159.4,164.77,167.8,170.12,171.75,173.58,174.88,175.64,176.91,177.59,178.11,178.48,163.85,167.7,169.96,171.52
A,109.36,124.95,138.37,147.92,149.3,155.73,149.67,145.92,161.96,165.93,159.16,157.02,176.1,177.52,173.75,172.44,167.02,171.06,171.84,171.37
A,111.33,127.09,138.33,148.32,151.63,156.14,150.02,149.19,164.58,166.85,159.43,160.29,178.87,179.58,173.79,173.61,164.04,168.32,170.63,169.9
A,115.51,129.98,141.78,151.93,154.9,160.87,154.59,152.45,168.23,171.62,164.33,163.13,177.04,176.18,178.93,177.14,159.83,163.96,164.9,164.21
B,130.37,149.38,169.14,176.64,158.35,164.61,167.88,170.18,171.34,173.75,175.2,176.01,176.62,177.65,178.15,178.44,162.65,167.21,169.77,171.57
B,122.54,142.72,162.31,177.0,161.11,166.44,169.34,171.4,172.88,175.22,176.3,176.8,176.42,176.67,177.33,177.97,164.05,167.35,169.36,170.79
B,134.43,153.47,172.58,173.38,158.62,165.01,167.86,169.79,171.3,173.91,174.97,175.5,176.69,177.4,178.22,178.88,163.38,166.91,169.57,171.48
A,119.7,131.7,141.86,153.33,156.28,162.71,155.59,153.71,169.54,173.95,166.29,164.78,175.09,173.33,177.37,179.4,158.45,160.51,160.28,160.43
A,112.09,127.21,139.52,150.61,153.16,158.29,151.16,150.0,166.06,169.04,160.99,161.34,179.45,178.45,176.28,175.57,162.64,166.03,167.28,165.88
B,130.48,151.13,170.27,175.41,163.13,166.85,168.75,170.31,173.98,174.69,175.23,175.47,175.61,177.24,178.26,179.04,163.6,167.29,169.67,171.39
A,114.6,130.4,143.05,153.35,155.84,162.09,155.59,153.45,168.69,172.57,164.9,163.8,177.09,175.15,179.62,177.4,160.06,162.51,163.37,163.67
B,131.0,148.15,168.07,176.78,155.65,162.15,165.45,167.69,168.13,171.13,172.61,173.26,179.71,179.81,179.4,178.92,166.97,170.32,172.48,174.02
B,129.33,148.52,168.26,176.79,159.07,164.05,166.84,168.97,171.12,172.53,173.72,174.49,177.56,179.1,179.56,179.95,164.57,169.33,171.74,173.31
B,126.0,145.19,165.38,178.46,155.79,162.0,165.06,167.2,167.94,170.83,172.31,172.98,179.83,179.55,179.29,178.84,166.92,170.43,172.32,173.69
A,115.01,129.63,141.28,151.82,155.59,161.08,154.78,152.77,169.02,171.76,164.7,163.96,175.97,176.03,179.67,178.18,158.96,163.63,164.03,162.95
A,108.98,125.67,140.27,150.97,151.09,157.2,150.62,147.54,163.6,167.79,160.61,159.34,177.36,179.2,175.44,174.72,165.69,168.93,169.02,167.68
A,120.15,131.94,142.13,153.95,156.86,161.11,153.86,153.18,170.5,171.57,163.87,165.95,174.2,175.81,178.58,179.33,156.81,162.81,165.6,164.28
A,106.03,122.36,136.53,148.29,149.22,154.33,148.46,146.18,162.51,165.28,159.52,158.61,176.94,177.35,174.87,174.15,165.67,170.39,169.85,168.61
B,123.77,146.25,166.87,176.87,158.53,163.1,165.59,167.48,170.53,171.73,172.64,172.98,178.09,179.79,179.39,178.52,165.18,169.49,171.92,173.9
B,137.7,154.53,172.85,173.26,162.68,168.35,171.1,172.98,174.37,176.81,178.15,178.8,174.37,174.88,175.21,175.64,161.5,164.92,167.04,168.41
B,129.75,149.8,168.91,176.19,161.16,166.18,168.79,170.79,173.39,174.86,175.78,176.36,175.1,176.41,177.24,177.9,162.17,166.36,168.97,170.77
A,109.6,125.76,138.48,148.28,150.29,155.28,149.63,147.17,162.68,165.48,159.63,159.46,176.33,177.01,173.65,173.65,166.73,171.47,172.41,171.21
A,111.94,127.9,140.19,150.98,153.61,160.43,153.95,150.27,166.51,170.97,163.44,160.65,179.27,176.45,179.32,175.9,161.84,164.05,163.3,164.36
B,131.13,150.02,170.44,173.97,159.02,165.17,168.61,171.06,171.1,173.83,175.46,176.47,177.4,177.83,178.03,178.08,163.8,167.55,169.73,171.13
B,124.83,147.85,167.25,178.7,158.42,163.47,166.11,168.0,170.87,172.21,173.02,173.5,177.68,179.34,179.64,178.96,164.63,169.18,171.97,173.9
A,114.44,130.31,141.68,151.71,155.29,159.75,152.58,151.08,167.9,169.58,161.0,162.34,178.03,178.18,175.29,175.78,160.79,166.01,168.29,166.53
A,119.64,134.16,144.53,154.11,158.3,161.01,154.1,154.38,171.62,171.07,163.05,166.3,173.47,176.54,177.39,179.81,157.02,163.96,166.9,163.64
A,109.13,122.07,133.88,145.98,146.72,155.42,148.89,144.01,160.01,166.52,160.73,156.42,174.9,179.03,176.37,171.37,168.33,168.72,167.61,169.05
B,126.38,142.92,163.56,177.65,149.94,158.75,163.09,165.7,162.46,167.7,170.17,171.29,174.42,175.94,176.21,175.95,171.51,173.89,176.11,178.17
B,126.86,142.2,161.17,174.19,148.28,157.04,161.33,163.87,160.66,166.27,168.79,169.82,172.43,174.15,174.47,174.15,173.77,175.81,177.88,179.84
B,125.22,147.38,167.7,176.97,159.61,164.0,166.05,167.56,171.04,171.91,172.4,172.6,178.07,179.78,179.26,178.47,165.73,169.99,172.17,173.61
A,109.8,125.17,139.64,150.0,150.36,157.34,151.21,147.56,163.53,168.73,161.9,158.03,178.15,178.78,178.43,174.46,165.11,166.66,165.38,166.47
B,128.94,147.63,167.11,178.2,158.32,163.8,166.54,168.56,170.08,171.95,173.16,173.78,178.88,179.84,179.29,178.85,166.23,170.56,172.54,173.76
B,128.14,148.48,167.63,177.0,158.67,164.69,167.64,169.72,170.87,173.22,174.62,175.32,177.83,178.24,178.54,178.9,165.06,168.51,170.6,172.03
A,115.66,123.77,135.2,145.74,153.17,160.38,153.69,147.73,167.95,170.89,165.31,161.26,176.34,176.68,179.54,177.23,159.58,164.63,164.15,163.94
A,113.55,128.4,140.76,151.41,153.03,158.88,152.28,150.85,166.37,169.72,162.03,162.23,178.72,177.75,176.64,175.51,161.88,165.86,167.64,166.47
A,121.63,133.55,143.03,152.8,157.39,160.04,153.08,152.58,170.47,169.6,162.47,165.7,174.54,178.67,176.56,179.99,157.96,166.53,168.62,164.31
B,130.68,150.72,169.46,177.12,162.06,166.1,168.23,169.89,172.87,173.82,174.37,174.59,176.64,178.07,179.14,179.96,164.41,167.84,170.09,171.63
B,130.13,147.9,167.71,177.77,155.62,162.65,166.14,168.45,168.18,171.7,173.38,174.12,179.98,179.76,179.84,179.31,166.34,169.84,172.1,173.84
A,113.15,126.66,139.15,150.49,153.16,156.61,150.41,149.49,165.95,166.91,160.56,161.33,179.76,178.84,175.27,175.77,163.0,169.04,170.22,168.87
B,131.23,152.75,172.3,173.58,158.81,164.76,167.6,169.65,171.73,173.78,174.52,174.87,176.12,177.18,178.36,179.32,163.16,166.98,169.56,171.47
A,108.36,124.09,137.22,147.35,150.21,155.96,149.08,147.21,162.83,166.5,158.15,157.93,177.12,178.9,172.59,171.47,165.47,168.99,171.38,170.93
B,132.33,149.36,168.14,178.04,156.86,162.88,165.91,168.0,169.17,171.71,173.15,173.83,178.96,179.84,179.74,179.26,165.94,170.1,172.33,173.81
A,102.95,119.36,132.63,142.24,143.1,149.1,144.08,140.27,155.85,159.37,153.84,152.11,169.88,170.86,167.48,166.52,172.67,176.86,177.87,177.39
A,109.02,125.93,139.09,149.6,152.67,158.69,152.07,150.02,165.47,169.53,162.09,161.17,179.9,177.55,177.15,173.96,162.98,164.74,165.63,167.16
B,132.67,152.62,171.86,174.0,158.77,165.11,168.23,170.42,171.06,173.89,175.24,175.9,177.37,177.38,177.84,178.27,164.43,167.66,169.64,170.94
B,134.0,152.23,171.08,174.65,159.93,165.39,168.15,170.09,171.61,173.93,175.22,175.88,177.31,177.66,177.99,178.41,164.76,167.92,170.02,171.46
A,106.14,121.64,135.25,144.87,144.25,152.05,147.57,142.65,157.0,162.7,157.72,153.18,170.94,174.05,171.61,168.39,172.01,174.82,175.09,175.99
B,134.1,154.04,173.16,172.75,160.84,166.35,169.48,171.73,172.86,175.01,176.24,177.02,175.55,176.38,177.13,177.65,161.89,166.04,168.58,170.31
B,128.43,147.58,166.92,178.24,158.39,163.99,166.81,168.77,170.53,172.7,173.96,174.51,177.96,178.81,179.22,179.73,165.08,168.56,170.63,172.06
B,137.09,154.56,174.44,169.96,159.32,165.91,169.15,171.25,171.45,174.47,176.15,176.97,176.83,176.9,176.98,177.24,163.39,166.83,169.03,170.52
A,120.27,133.76,144.22,155.43,159.18,162.45,155.02,154.39,172.37,172.56,164.38,166.5,172.86,175.17,178.83,179.27,155.77,162.78,165.39,162.34
B,138.21,154.89,173.93,171.37,161.19,167.22,170.39,172.59,172.99,175.79,177.29,178.02,175.77,175.9,176.42,176.96,162.52,165.93,168.25,169.84
B,131.28,146.34,165.48,178.14,152.16,161.02,165.32,168.08,164.46,169.54,171.88,172.98,176.0,177.71,177.86,177.63,170.24,172.46,174.5,176.29
A,106.43,120.97,132.62,144.15,147.01,154.08,147.24,143.94,160.35,165.32,158.14,155.41,175.2,178.12,174.16,170.63,167.25,169.34,168.95,170.13
A,119.42,130.5,142.73,155.07,154.93,160.17,154.55,152.28,167.92,170.69,165.37,164.19,177.47,176.79,179.46,178.5,161.19,164.77,164.35,163.76
B,127.08,147.0,167.91,175.96,158.11,163.45,166.34,168.4,170.27,172.47,173.69,174.22,178.35,178.88,179.39,180.0,165.71,169.0,171.01,172.6
B,131.56,151.35,170.78,174.32,161.59,166.11,168.33,169.98,173.21,174.43,175.04,175.26,175.92,177.35,178.25,178.93,163.82,167.83,170.21,171.72
B,131.71,152.26,172.53,171.78,160.65,166.62,169.69,171.83,173.1,175.55,176.93,177.64,175.36,175.72,175.98,176.38,162.31,165.94,168.17,169.75
A,104.28,119.41,133.01,142.59,144.41,150.55,145.0,142.18,157.04,161.42,154.94,152.04,170.87,173.5,169.67,166.0,173.1,174.92,175.11,176.26
B,129.88,148.04,168.12,177.13,158.21,163.1,165.75,167.71,169.87,171.55,172.77,173.37,179.14,179.65,178.95,178.34,166.42,170.55,172.87,174.41
A,114.69,131.76,143.51,153.62,158.31,163.6,156.76,154.35,170.91,173.55,165.61,165.75,175.16,174.34,179.4,179.85,158.02,162.0,163.16,162.38
A,108.72,121.02,134.23,145.76,146.6,151.86,145.68,143.56,159.32,162.16,155.85,155.16,173.76,174.23,170.83,170.03,169.41,173.91,174.9,174.35
A,113.47,126.94,139.17,148.75,152.24,155.77,149.35,147.99,165.06,165.96,159.23,160.31,179.63,178.02,174.25,175.12,163.03,169.64,170.84,169.12
A,109.41,124.08,137.38,148.16,149.18,156.3,151.01,146.21,162.27,167.35,162.19,157.23,176.42,179.48,177.15,172.27,167.41,169.28,168.03,169.23
B,127.36,147.95,167.68,175.81,162.35,167.64,170.25,172.18,174.52,176.34,177.2,177.74,173.86,174.88,175.65,176.23,160.49,164.76,167.15,168.92
A,116.5,125.63,136.93,147.29,155.95,160.57,153.34,147.74,170.29,170.87,164.55,161.75,174.42,176.9,179.82,178.52,157.83,164.09,165.51,165.02
B,123.44,142.88,163.65,178.7,150.01,157.54,161.43,163.87,162.18,166.53,168.65,169.56,173.53,174.59,174.59,174.15,173.29,175.67,177.77,179.6
B,130.17,149.1,169.36,174.77,158.27,163.75,166.81,169.12,170.63,172.59,173.96,174.78,177.71,178.66,179.18,179.51,164.66,168.78,171.22,172.78
A,106.95,121.28,133.12,144.17,146.29,152.36,146.22,142.86,158.96,161.98,155.19,153.46,173.21,173.86,169.67,168.1,169.72,173.99,175.08,174.43
A,111.94,125.48,135.72,147.02,151.53,155.43,148.22,147.13,164.63,165.78,157.71,158.84,179.49,178.27,172.75,173.24,163.07,168.67,170.76,169.33
A,121.31,133.37,143.24,153.5,158.24,160.56,153.35,153.85,171.14,170.57,162.16,165.5,174.28,177.42,176.8,179.6,157.65,164.75,167.88,164.27
A,111.67,124.86,137.47,147.42,149.15,154.61,149.43,144.71,162.17,165.55,160.05,156.2,176.52,177.38,174.38,171.74,165.71,170.82,171.62,171.95
B,129.72,151.76,171.13,175.4,158.64,164.18,166.83,168.73,170.75,172.54,173.44,173.89,177.75,178.99,179.9,179.4,165.05,169.07,171.58,173.33
A,109.98,123.64,136.75,147.61,149.24,154.28,148.12,144.97,162.08,164.87,158.44,156.49,176.14,176.54,173.42,172.2,166.9,171.86,171.92,170.9
A,107.89,122.57,136.28,147.94,148.7,154.8,148.82,146.2,161.52,165.3,158.9,156.97,175.95,177.67,174.48,171.75,167.19,170.08,169.73,170.6
A,112.34,124.84,137.76,149.43,149.46,156.39,150.22,146.18,162.29,166.91,161.0,157.7,176.66,178.93,176.1,173.24,166.65,169.64,169.1,168.8
A,119.21,131.6,140.78,150.67,156.06,159.15,152.04,152.16,169.44,169.8,162.04,165.02,175.56,177.73,176.64,179.1,158.81,164.99,167.88,165.32
B,133.51,152.09,172.61,171.87,163.42,168.2,170.87,172.9,175.32,176.71,177.85,178.58,173.25,174.94,175.48,175.84,160.37,165.05,167.48,168.94
A,115.96,129.98,141.42,152.49,156.45,162.34,155.65,152.78,170.36,173.38,166.32,165.02,174.8,173.75,177.83,179.85,156.73,161.05,160.77,161.52
A,107.63,124.24,138.14,148.08,150.55,156.4,149.31,147.34,163.31,167.45,158.9,158.37,177.44,179.66,173.52,172.14,165.47,168.6,170.24,169.73
A,102.83,120.63,134.56,144.91,146.07,152.08,145.76,141.6,159.51,162.69,155.98,153.83,174.55,174.86,171.82,170.82,167.3,172.58,172.02,170.26
A,114.8,126.84,138.86,149.01,154.56,161.86,155.12,149.61,169.05,172.45,166.72,162.46,175.65,174.98,177.52,178.57,159.02,162.12,161.3,161.9
A,121.75,133.54,142.73,153.18,158.24,161.84,154.83,153.92,171.08,171.99,164.52,166.08,174.14,176.07,179.3,179.12,157.45,163.24,165.47,163.51
A,119.77,132.21,142.06,151.97,156.92,159.18,152.0,151.9,169.48,169.1,160.9,163.87,176.14,179.5,174.59,177.74,159.55,167.19,170.8,167.66
A,109.03,125.3,136.56,147.6,149.73,156.55,150.23,146.71,162.84,166.71,159.43,157.32,177.54,179.04,174.74,172.45,164.97,168.36,167.87,167.67
B,134.88,153.0,173.25,171.32,162.18,168.33,171.54,173.72,174.96,177.67,179.06,179.67,173.05,173.63,174.13,174.7,159.7,163.75,166.12,167.89
B,130.15,151.52,171.6,173.33,161.68,167.33,170.56,173.03,174.17,176.25,177.8,179.02,173.47,174.74,175.06,175.11,158.84,163.72,166.26,168.0
A,114.27,127.44,140.02,151.6,152.93,158.16,151.8,149.65,165.97,168.57,162.28,161.59,179.54,179.5,177.54,177.16,162.3,167.23,167.47,166.18
A,125.19,137.05,150.42,161.89,163.84,168.03,160.91,159.15,176.6,178.37,170.96,171.1,168.98,169.68,174.38,174.08,152.12,157.93,159.35,157.31
B,124.56,145.28,166.27,178.12,156.87,162.92,166.31,168.79,170.47,172.56,173.94,174.74,176.49,178.27,179.06,179.52,161.87,167.34,170.12,172.0
A,106.49,122.86,136.62,146.21,146.31,153.31,147.74,143.02,159.21,164.37,158.19,154.23,173.12,176.1,172.91,169.87,169.97,173.12,173.21,173.27
